Company,GST No,State,State Code,City,Address,Zip Code,PAN,CIN,Customer,Customer Address,GST No,Phone,Email,Type,Invoice No.,MRN/PO No.,Invoice Date,Raw Material,Category,Sub Category,HSN Code,Sap Code,Unit,Quantity,Price (?),Pre Tax Amount (?),CGST Tax Percentage,CGST Tax (?),SGST Tax Percentage,SGST Tax/Excise Duty (?),IGST Tax/VAT Percentage,IGST Tax/VAT Amount (?),CESS Tax Percentage,CESS Tax,Total TCS (?),Discount (?),Delivery Charge (?),Total Amount (?),Invoice Total (?),Raw Material ID,Raw Material Code,Description
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GEM ICE CUBES,,,,,Purchase,5901-Jan,4914,6-Jan-24,Ice,Food Ingredients,Frozan,0,,Kg,80,7,560,0,0,0,0,0,0,0,0,0,0,0,560,560,16704661,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GUPTA MILK CENTER,,,,,Purchase,16366/JAN,4913,6-Jan-24,Green Peas,Food Ingredients,Frozan,0,,PKT,3,95,285,0,0,0,0,0,0,0,0,0,0,0,285,1965,16704662,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GUPTA MILK CENTER,,,,,Purchase,16366/JAN,4913,6-Jan-24,Milk 3 Fat,Dairy Products,Dairy,0,,PKT,30,56,1680,0,0,0,0,0,0,0,0,,,,1680,,16704795,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Imtiyaz Ahmed Khan,,,,,Purchase,526/JAN,4912,6-Jan-24,Eggs,Food Ingredients,Egg,0,,PCS,200,6.7,1340,0,0,0,0,0,0,0,0,0,0,0,1340,1340,16704699,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,FREEZE FRESH,,,,,Purchase,6124-Jan,4911,6-Jan-24,Peel Garlic,Vegetable,,0,,Kg,18,240,4320,0,0,0,0,0,0,0,0,0,0,0,4320,4320,16703876,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,S.S.V DISTRIBUTORS INDIA PVT. LTD.,,,,,Purchase,21955/JAN,4910,6-Jan-24,Vanilla Md Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,8,85.52,684.18,9,61.58,9,61.58,0,0,0,0,0,0,0,807.34,4865,16704557,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,S.S.V DISTRIBUTORS INDIA PVT. LTD.,,,,,Purchase,21955/JAN,4910,6-Jan-24,French Fries 9mm,Food Ingredients,Frozan,0,,PKT,2,372.87,745.74,6,44.74,6,44.74,0,0,0,0,,,,835.22,,16704660,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,S.S.V DISTRIBUTORS INDIA PVT. LTD.,,,,,Purchase,21955/JAN,4910,6-Jan-24,Curd Mother Dairy,Dairy Products,Dairy,0,,Kg,30,102.29,3068.55,2.5,76.71,2.5,76.71,0,0,0,0,,,,3221.97,,16704803,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,HY-FY BROILER,,,,,Purchase,1783/Jan,4909,6-Jan-24,Chicken Supreme,Meat Material,Meat,0,,Kg,5,250,1250,0,0,0,0,0,0,0,0,0,0,0,1250,14400,16704530,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,HY-FY BROILER,,,,,Purchase,1783/Jan,4909,6-Jan-24,Chicken Broiler,Meat Material,Meat,0,,Kg,44.5,200,8900,0,0,0,0,0,0,0,0,,,,8900,,16704536,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,HY-FY BROILER,,,,,Purchase,1783/Jan,4909,6-Jan-24,Chicken Breast Bonless,Meat Material,Meat,0,,Kg,17,250,4250,0,0,0,0,0,0,0,0,,,,4250,,16704537,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,604/JAN,4908,6-Jan-24,Rawas Fish,Meat Material,Sea Food,0,,Kg,5.9,550,3245,0,0,0,0,0,0,0,0,0,0,0,3245,14175,16704446,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,604/JAN,4908,6-Jan-24,Pomfret,Meat Material,Sea Food,0,,Kg,8,1250,10000,0,0,0,0,0,0,0,0,,,,10000,,16704448,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,604/JAN,4908,6-Jan-24,Clams,Meat Material,Sea Food,0,,Kg,3.2,150,480,0,0,0,0,0,0,0,0,,,,480,,16704455,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,604/JAN,4908,6-Jan-24,Bombil,Meat Material,Sea Food,0,,Kg,3,150,450,0,0,0,0,0,0,0,0,,,,450,,16704456,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,NAVED FAHIM SHAIKH,,,,,Purchase,313/JAN,4907,6-Jan-24,Chicken Leg Bonless,Meat Material,Meat,0,,Kg,21.3,250,5325,0,0,0,0,0,0,0,0,0,0,0,5325,5405,16704531,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,NAVED FAHIM SHAIKH,,,,,Purchase,313/JAN,4907,6-Jan-24,Chicken Carcass (haddi),Meat Material,Meat,0,,Kg,4,20,80,0,0,0,0,0,0,0,0,,,,80,,16704535,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Meat 4 You Traders,,,,,Purchase,4258-Jan,4906,6-Jan-24,Mutton Big Raan,Meat Material,Meat,0,,Kg,8.5,600,5100,0,0,0,0,0,0,0,0,0,0,0,5100,5100,16704526,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,49011/JAN,4905,6-Jan-24,Sada Mawa,Dairy Products,Dairy,0,,Kg,0.5,320,160,2.5,4,2.5,4,0,0,0,0,0,0,0,168,6733,16704790,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,49011/JAN,4905,6-Jan-24,Malai Paneer,Dairy Products,Dairy,0,,Kg,20,310,6200,0,0,0,0,0,0,0,0,,,,6200,,16704797,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,49011/JAN,4905,6-Jan-24,Fresh Milk (tabela),Dairy Products,Dairy,0,,LTR,5,73,365,0,0,0,0,0,0,0,0,,,,365,,16704801,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43279/JAN,4904,6-Jan-24,Water Melon,Fresh Fruits,,0,,Kg,18,40,720,0,0,0,0,0,0,0,0,0,0,0,720,2862,16704057,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43279/JAN,4904,6-Jan-24,Pineapple Fruit,Fresh Fruits,,0,,Kg,4,70,280,0,0,0,0,0,0,0,0,,,,280,,16704064,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43279/JAN,4904,6-Jan-24,Papaya,Fresh Fruits,,0,,Kg,5,40,200,0,0,0,0,0,0,0,0,,,,200,,16704068,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43279/JAN,4904,6-Jan-24,Orange,Fresh Fruits,,0,,Kg,10,70,700,0,0,0,0,0,0,0,0,,,,700,,16704070,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43279/JAN,4904,6-Jan-24,Elaichi Bananas,Fresh Fruits,,0,,Kg,2.2,110,242,0,0,0,0,0,0,0,0,,,,242,,16704075,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43279/JAN,4904,6-Jan-24,Apple,Fresh Fruits,,0,,Kg,4,180,720,0,0,0,0,0,0,0,0,,,,720,,16704084,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,499026/JAN,4903,6-Jan-24,Potato Starch,Grocery,,0,,Kg,8,210.32,1682.56,6,100.95,6,100.95,0,0,0,0,0,0,0,1884.46,19400,16704013,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,499026/JAN,4903,6-Jan-24,Aromatic Powder,Grocery,Spices,0,,PKT,12,166.28,1995.36,6,119.72,6,119.72,0,0,0,0,,,,2234.8,,16704399,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,499026/JAN,4903,6-Jan-24,Ghee Nandani,Dairy Products,Dairy,0,,Kg,12,555.37,6664.44,6,399.87,6,399.87,0,0,0,0,,,,7464.18,,16704799,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,499026/JAN,4903,6-Jan-24,Amul Milk,Dairy Products,Dairy,0,,LTR,36,72.65,2615.4,2.5,65.39,2.5,65.39,0,0,0,0,,,,2746.18,,16704810,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,499026/JAN,4903,6-Jan-24,Refind Oil,Food Ingredients,Can Food,0,,LTR,50,96.59,4829.35,2.5,120.73,2.5,120.73,0,0,0,0,,,,5070.8,,16704857,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Yellow Zucchini,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,0,0,0,110,4321,16703833,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Snow Peas,Vegetable,,0,,Kg,0.25,800,200,0,0,0,0,0,0,0,0,,,,200,,16703856,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Pok Choy,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703875,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Parsley Leaves,Vegetable,,0,,Kg,0.1,260,26,0,0,0,0,0,0,0,0,,,,26,,16703877,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Lemon Leaves,Vegetable,,0,,Kg,0.1,800,80,0,0,0,0,0,0,0,0,,,,80,,16703890,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Lemon Grass,Vegetable,,0,,Kg,0.5,120,60,0,0,0,0,0,0,0,0,,,,60,,16703893,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Indian Chives,Vegetable,,0,,Kg,0.1,800,80,0,0,0,0,0,0,0,0,,,,80,,16703906,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Iceberg Lettuce,Vegetable,,0,,Kg,1.5,140,210,0,0,0,0,0,0,0,0,,,,210,,16703907,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Green Zucchini,Vegetable,,0,,Kg,1.5,110,165,0,0,0,0,0,0,0,0,,,,165,,16703911,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Fresh Red Chilly,Vegetable,,0,,Kg,0.5,120,60,0,0,0,0,0,0,0,0,,,,60,,16703920,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Fresh Mushroom,Vegetable,,0,,Kg,4,170,680,0,0,0,0,0,0,0,0,,,,680,,16703921,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Fresh Basil,Vegetable,,0,,Kg,0.75,160,120,0,0,0,0,0,0,0,0,,,,120,,16703924,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Chinese Cabbage,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703939,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Cherry Tomato,Vegetable,,0,,Kg,0.25,120,30,0,0,0,0,0,0,0,0,,,,30,,16703941,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Celery Leaves,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703942,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Broccoli,Vegetable,,0,,Kg,4.5,180,810,0,0,0,0,0,0,0,0,,,,810,,16703948,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Bell Pepper Red,Vegetable,,0,,Kg,2.5,130,325,0,0,0,0,0,0,0,0,,,,325,,16703952,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Bell Papper Yellow,Vegetable,,0,,Kg,2.5,130,325,0,0,0,0,0,0,0,0,,,,325,,16703953,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Bean Sprouts,Vegetable,,0,,Kg,0.25,120,30,0,0,0,0,0,0,0,0,,,,30,,16703955,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Baby Corn,Vegetable,,0,,Kg,2,120,240,0,0,0,0,0,0,0,0,,,,240,,16703963,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,Aragula,Vegetable,,0,,Kg,0.5,600,300,0,0,0,0,0,0,0,0,,,,300,,16703968,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,523/JAN,4902,6-Jan-24,American Corn,Vegetable,,0,,Kg,2,70,140,0,0,0,0,0,0,0,0,,,,140,,16703970,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Wafer Potatos,Vegetable,,0,,Kg,17,46,782,0,0,0,0,0,0,0,0,0,0,0,782,12977,16703837,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Tomatos,Vegetable,,0,,Kg,34,36,1224,0,0,0,0,0,0,0,0,,,,1224,,16703838,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Staff Veg,Vegetable,,0,,Kg,15,38,570,0,0,0,0,0,0,0,0,,,,570,,16703851,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Spring Onion,Vegetable,,0,,Kg,3,48,144,0,0,0,0,0,0,0,0,,,,144,,16703854,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Spinach,Vegetable,,0,,Kg,11,36,396,0,0,0,0,0,0,0,0,,,,396,,16703855,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Small Brinjel,Vegetable,,0,,Kg,1,60,60,0,0,0,0,0,0,0,0,,,,60,,16703859,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Raddish,Vegetable,,0,,Kg,2.5,32,80,0,0,0,0,0,0,0,0,,,,80,,16703868,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Potato,Vegetable,,0,,Kg,28,34,952,0,0,0,0,0,0,0,0,,,,952,,16703873,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Onion,Vegetable,,0,,Kg,58,46,2668,0,0,0,0,0,0,0,0,,,,2668,,16703882,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Mint Leaves,Vegetable,,0,,Kg,1,48,48,0,0,0,0,0,0,0,0,,,,48,,16703883,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Methi Fresh,Vegetable,,0,,Kg,4,46,184,0,0,0,0,0,0,0,0,,,,184,,16703885,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Lemon,Vegetable,,0,,Kg,16,70,1120,0,0,0,0,0,0,0,0,,,,1120,,16703894,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Lady Finger,Vegetable,,0,,Kg,3,44,132,0,0,0,0,0,0,0,0,,,,132,,16703896,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Karela,Vegetable,,0,,Kg,1,60,60,0,0,0,0,0,0,0,0,,,,60,,16703900,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Green Chilly,Vegetable,,0,,Kg,2,52,104,0,0,0,0,0,0,0,0,,,,104,,16703915,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Ginger,Vegetable,,0,,Kg,0.5,70,35,0,0,0,0,0,0,0,0,,,,35,,16703917,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Fresh Beans,Vegetable,,0,,Kg,15,68,1020,0,0,0,0,0,0,0,0,,,,1020,,16703923,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Cucumber,Vegetable,,0,,Kg,22,32,704,0,0,0,0,0,0,0,0,,,,704,,16703935,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Coriander Leaves,Vegetable,,0,,Kg,9.5,65,617.5,0,0,0,0,0,0,0,0,,,,617.5,,16703936,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Cauliflower,Vegetable,,0,,Kg,10,42,420,0,0,0,0,0,0,0,0,,,,420,,16703943,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Carrots,Vegetable,,0,,Kg,22,36,792,0,0,0,0,0,0,0,0,,,,792,,16703944,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Capsicum,Vegetable,,0,,Kg,6,48,288,0,0,0,0,0,0,0,0,,,,288,,16703945,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Cabbage,Vegetable,,0,,Kg,4,30,120,0,0,0,0,0,0,0,0,,,,120,,16703946,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Bhavnagri Chilly,Vegetable,,0,,Kg,1,120,120,0,0,0,0,0,0,0,0,,,,120,,16703951,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Beetroots,Vegetable,,0,,Kg,0.5,32,16,0,0,0,0,0,0,0,0,,,,16,,16703954,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Banana Leaf,Vegetable,,0,,PCS,25,8,200,0,0,0,0,0,0,0,0,,,,200,,16703957,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,074/JAN,4901,6-Jan-24,Baby Potato,Vegetable,,0,,Kg,3,40,120,0,0,0,0,0,0,0,0,,,,120,,16703959,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48286/JAN,4900,6-Jan-24,Mango Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,5,31,155,9,13.95,9,13.95,0,0,0,0,0,0,0,182.9,1481,16704566,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48286/JAN,4900,6-Jan-24,Malai Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,30,30,900,9,81,9,81,0,0,0,0,,,,1062,,16704567,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48286/JAN,4900,6-Jan-24,Gulab Badam Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,5,40,200,9,18,9,18,0,0,0,0,,,,236,,16704571,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,17487/JAN,4899,6-Jan-24,Steam Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,0,0,0,160,760,16704514,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,17487/JAN,4899,6-Jan-24,Chopsuey Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,,,,160,,16704521,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,17487/JAN,4899,6-Jan-24,Wonton Patta,Food Ingredients,Frozan,0,,PKT,4,110,440,0,0,0,0,0,0,0,0,,,,440,,16704655,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Raj Food,,,,,Purchase,13-Jan,4898,5-Jan-24,Peanut Roasted,Grocery,,0,,Kg,10,190,1900,0,0,0,0,0,0,0,0,0,0,0,1900,1900,16704019,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,12-Jan,4897,5-Jan-24,Fuel Tin,Non Food,,0,,TIN,20,60,1200,0,0,0,0,0,0,0,0,0,0,0,1200,2650,16703990,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,12-Jan,4897,5-Jan-24,Wafer Chips,Bakery,,0,,PKT,2,225,450,0,0,0,0,0,0,0,0,,,,450,,16704167,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,12-Jan,4897,5-Jan-24,Cheesling,Food Ingredients,Can Food,0,,TIN,1,1000,1000,0,0,0,0,0,0,0,0,,,,1000,,16704888,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Bhakti Catering,,,,,Purchase,11-Jan,4896,5-Jan-24,Chapati For Staff,Grocery,,0,,PCS,300,5.5,1650,0,0,0,0,0,0,0,0,0,0,0,1650,1650,16704128,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,RADHA MARKKETING,,,,,Purchase,51762/JAN,4895,5-Jan-24,Corona,Bar,Beer,0,,BTL,48,184.69,8865.3,0,0,0,0,0,0,0,0,87.47,118,0,8747.38,8835,16704908,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,MARDI GRAS SPIRITS,,,,,Purchase,1112123/JAN,4894,5-Jan-24,Jacob S Creek Classic Caberne Shirz,Bar,Wine,0,,BTL,6,1459.83,8758.98,0,0,0,0,0,0,0,0,86.51,108,0,8651.22,8737,16704213,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,MARDI GRAS SPIRITS,,,,,Purchase,1112104/JAN,4893,5-Jan-24,Blenders Pride,Bar,Whisky,0,,BTL,3,1345.25,4035.75,0,0,0,0,0,0,0,0,39.93,43,0,3992.58,4033,16704241,,
